artist,genre
S.H.O.K.K.,No Genre
Mac DeMarco,Indie
Mac DeMarco,Lo-fi
Blanco Brown,Hip Hop
Blanco Brown,Country
The Boyboy West Coast,No Genre
Louie Zong,Jazz
Insane Clown Posse,Horrorcore
Insane Clown Posse,Rap
Chance the Rapper,Hip Hop
Chance the Rapper,Rap
Chance the Rapper,English
Savage Ga$p,Trap
Mariah Carey,Christmas
Fly Project,Pop
Scheme,No Genre
KRYPTO9095,No Genre
Toby Fox,Soundtrack
Engelwood,Lo-fi
Engelwood,Jazz
Still Woozy,Pop
Stunna Girl,No Genre
Cassidy,Hip Hop
Limbo,Boom Bap
Limbo,Chillwave
Limbo,Downtempo
Limbo,Hip Hop
Limbo,Instrumental
The Pilgrim,No Genre
420 Unlovable,No Genre
Ben Webster,2008 Universal Fire Victim
Ben Webster,Easy Listening
Ben Webster,Jazz
Ben Webster,Swing
Petit Biscuit,Chill
Petit Biscuit,Chillout
Petit Biscuit,Electronic
Flo Milli,Hip Hop
Flo Milli,Trap
Yuka Ueno,Pop
kobasolo,Pop
JY,Pop
RADWIMPS,Anime
RADWIMPS,Pop
RADWIMPS,Rock
Daoko,Pop
Daoko,Anime
Daoko,Rock
7!!,Anime
7!!,Pop
LiSA,Anime
LiSA,Pop
LiSA,Rock
Luna Haruna,Anime
Luna Haruna,Pop
Ikimonogakari,Anime
Ikimonogakari,Pop
Ikimonogakari,Rock
Aqua Timez,Anime
Aqua Timez,Rock
Aqua Timez,Pop
majiko,Pop
majiko,Anime
majiko,Rock
back number,Pop
back number,Rock
Nogizaka46,Pop
Nogizaka46,Anime
Kenshi Yonezu,Pop
Kenshi Yonezu,Anime
Kenshi Yonezu,Rock
Tate McRae,2020S
Tate McRae,Pop
Tate McRae,R&B
Tate McRae,Female Vocals
VAMPS,Rock
Kane,Pop
Wallows,Indie
Mimi Webb,Pop
Mimi Webb,Singer-Songwriter
Clairo,Pop
Álvaro Soler,Pop
SR,Drill
Central Cee,Drill
Central Cee,Uk Grime
Central Cee,Grime
Fumez The Engineer,Drill
Fumez The Engineer,Grime
Fumez The Engineer,Uk Grime
SoFaygo,Rap
大橋彩香,Anime
ARCANA PROJECT,Anime
LIGHT ACLOUD,No Genre
SUDA MASAKI,Pop
Hinatazaka46,Pop
ClariS,Anime
ClariS,Pop
Kana Nishino,Pop
Nulbarich,R&B
Nulbarich,Pop
Nulbarich,Japanese Indie
Superfly,Pop
GReeeeN,Pop
Aimyon,Pop
Bank Band,Pop
Bank Band,Kayokyoku
Masayoshi Yamazaki,Pop
Masayoshi Yamazaki,Kayokyoku
Mr.Children,Pop
Mr.Children,Kayokyoku
Mr.Children,Rock
AKB48,Pop
Sukima Switch,Pop
Sukima Switch,Anime
Mika Nakashima,Pop
Mika Nakashima,Anime
Mika Nakashima,R&B
MONGOL800,Pop
MONGOL800,Rock
MONGOL800,Melodic Hardcore
JUJU,Kayokyoku
JUJU,R&B
Sheena Ringo,Pop
Sheena Ringo,Rock
Ai Otsuka,Pop
Che'Nelle,Pop
Che'Nelle,R&B
Aimer,Anime
Aimer,Pop
Aimer,Rock
X JAPAN,Visual Kei
X JAPAN,Rock
X JAPAN,Pop
Fumiya Fujii,Kayokyoku
Fumiya Fujii,Pop
Kazuyoshi Saito,Pop
Kazuyoshi Saito,Kayokyoku
Kazuyoshi Saito,Rock
Shota Shimizu,Pop
Shota Shimizu,R&B
ASIAN KUNG-FU GENERATION,Rock
ASIAN KUNG-FU GENERATION,Anime
ASIAN KUNG-FU GENERATION,Pop
GOING STEADY,Melodic Hardcore
GOING STEADY,Rock
GOING STEADY,Pop
BoA,R&B
Motohiro Hata,Pop
Motohiro Hata,Anime
Hanako Oku,Pop
MACO,R&B
MACO,Pop
Ohashi Trio,Japanese Indie
Ohashi Trio,Pop
ONE OK ROCK,Rock
ONE OK ROCK,Pop
T.M.Revolution,Anime
T.M.Revolution,Rock
T.M.Revolution,Pop
SPEED,Pop
SPEED,Kayokyoku
SPEED,R&B
Masaharu Fukuyama,Pop
Masaharu Fukuyama,Kayokyoku
Quruli,Rock
Quruli,Japanese Indie
Quruli,Pop
Quruli,Shibuya-Kei
Kohmi Hirose,Kayokyoku
Kohmi Hirose,Pop
GING NANG BOYZ,Rock
GING NANG BOYZ,Melodic Hardcore
GING NANG BOYZ,Pop
GING NANG BOYZ,Japanese Indie
Lefty Hand Cream,Pop
Ben E. King,Funk
Ben E. King,Pop
Ben E. King,R&B
347aidan,Pop
347aidan,Trap
PnB Meen,No Genre
Laura Shigihara,Vgm
平田志穂子,Japanese Vgm
Dan Salvato,No Genre
K0i,No Genre
Video Game Music Box,Music Box
Video Game Music Box,Vgm
Tangerine Dream,Ambient
Tangerine Dream,Berlin School
Tangerine Dream,Electronic
Tangerine Dream,Film Score
Tangerine Dream,German
Bleu,Pop
Was (Not Was),2008 Universal Fire Victim
Was (Not Was),Pop
Was (Not Was),R&B
Was (Not Was),Electronic
Was (Not Was),Funk
Josh Turner,Country
Luke Combs,Country
Drew Holcomb & The Neighbors,Folk
Dylan Scott,Country
Elton John,Adult Contemporary
Elton John,British
Elton John,Rock
Elton John,Greatest Hits 1970–2002
Jordan Smith,Christmas
Chicago,Rock
Caroline Glaser,Pop
Cassadee Pope,Pop
Chris Jamison,No Genre
Big Boss Vette,2020S
Big Boss Vette,Hip Hop
Big Boss Vette,Rap
Benny Benassi,Electronic
JP Saxe,No Genre
Ashe,Folk
Ashe,Pop
The Cinematic Orchestra,Jazz
The Cinematic Orchestra,Downtempo
Kina,Aosta
Kina,Italy
Kina,Punk
TELYKast,Electronic
Ir Sais,Kizomba
Dennis Kruissen,No Genre
Jordin Sparks,R&B
Jordin Sparks,Pop
Princess Nokia,Hip Hop
Princess Nokia,R&B
Princess Nokia,Trap
Princess Nokia,United States
James Bay,Rock
James Bay,Pop
James Bay,R&B
Critical,No Genre
John Newman,Breakbeat
John Newman,Pop
John Newman,R&B
potsu,Lo-fi
Maxine Nightingale,Pop
Maxine Nightingale,Soprano
The Lonely Island,Comedy
Bobby Darin,Big Band
Bobby Darin,Adult Standards
Bobby Darin,Swing Music
Bobby Darin,Doo-Wop
The Beatles,Rock
Tears For Fears,New Wave
Tears For Fears,Pop
Backstreet Boys,Alliteration
Backstreet Boys,American
Backstreet Boys,Boy Band
Backstreet Boys,Pop
*NSYNC,00S
*NSYNC,1990S
*NSYNC,2000S
*NSYNC,90S
*NSYNC,R&B
Glee Cast,Christmas
Lewis Tru,Hip Hop
Bebe Rexha,Pop
Bebe Rexha,The Sims
James Arthur,Pop
Mario,R&B
Sam Hunt,Country
Sam Hunt,Pop
Nick Jonas,Pop
Beyoncé,2000S
Beyoncé,2010S
Beyoncé,2020S
Beyoncé,Adult Contemporary
Beyoncé,R&B
August Alsina,R&B
yaeow,No Genre
RAYE,R&B
RAYE,Electronic
RAYE,Pop
RAYE,English
Gabrielle Aplin,Folk
StreamBeats by Harris Heller,Lo-fi
StreamBeats by Harris Heller,Synthwave
Weezer,Rock
Thom Yorke,Rock
Thom Yorke,Ambient
Thom Yorke,Pop
Gorillaz,Electronic
Gorillaz,Rock
Gorillaz,Pop
Gorillaz,British
BTS,Pop
Marshmello,Electronic
Maggie Lindemann,Pop
Maggie Lindemann,Queer
Maggie Lindemann,Rock
IDK,Hip Hop
IDK,Trap
NGeeYL,No Genre
CHIKA,R&B
Gwen Stefani,2008 Universal Fire Victim
Gwen Stefani,R&B
Gwen Stefani,Pop
Samm Henshaw,R&B
Haley,No Genre
Anxiety,No Genre
Ava Max,Electronic
Ava Max,Pop
Ava Max,Female Vocal
Scorey,Rap
Bastille,2010S
Bastille,Pop
Tame Impala,Neo-Psychedelic
Tame Impala,Indie
PinkPantheress,Pop
Nirvana,Rock
MAD SNAX,Electronic
Jena Rose,No Genre
Tesher,No Genre
SOMMA,Electronic
Cochise,Rap
Alfons,Epadunk
Alfons,Melbourne Bounce
Raaban,No Genre
Emotional Oranges,R&B
Yohan Gerber,Electronic
Alex Alexander,Electronic
Maria Bethânia,Mpb
Maria Bethânia,Promessa
Måneskin,Rock
Måneskin,Pop
Trinidad Cardona,No Genre
Bella Poarch,Pop
NATTI NATASHA,Latin
Sally Sossa,No Genre
Bas,Hip Hop
Bas,Trap
Rexx Life Raj,Hip Hop
Rexx Life Raj,Rap
Kota the Friend,Avery Marcel Jones
Kota the Friend,Hip Hop
$ilkMoney,No Genre
The Game,Hip Hop
The Game,Rap
T.I.,Hip Hop
Ying Yang Twins,Crunk
Ying Yang Twins,Hip Hop
Ty Dolla $ign,Trap
Elderbrook,Electronic
Jibbs,Crunk
TERIYAKI BOYZ,No Genre
Master KG,Amapiano
Master KG,Gqom
Eiffel 65,Electronic
Eiffel 65,Pop
Lukas Graham,Pop
Whitney Houston,Adult Contemporary
Whitney Houston,R&B
Whitney Houston,Pop
Whitney Houston,Easy Listening
Shaggy,Reggae
Vanessa Carlton,American
Vanessa Carlton,Pop
Vanessa Carlton,Queer
Green Day,Punk
Green Day,Rock
Green Day,Pop
Cyndi Lauper,Pop
Cyndi Lauper,Blues
Cyndi Lauper,New Wave
Jidenna,Hip Hop
Jidenna,Pop
Jidenna,R&B
Fifth Harmony,R&B
Fifth Harmony,Pop
Fifth Harmony,Girl Group
Lewis Capaldi,Pop
Toosii,Hip Hop
Toosii,Rap
Toosii,Trap
tapzmods,No Genre
Dan + Shay,Country
Lapis moss,Doujin
Lapis moss,Doujin Circle
Lapis moss,Touhou
Lapis moss,同人
Lapis moss,同人サークル
Band of Silver,No Genre
PLVTINUM,R&B
Olly Murs,Pop
Olly Murs,Electronic
Dancody,No Genre
COPES,No Genre
The B-52's,New Wave
The B-52's,Punk
Gallop+,No Genre
a‐ha,1980S
a‐ha,1990S
a‐ha,2000S
a‐ha,Pop
a‐ha,Electronic
The Hooligan,No Genre
Icon,Classical
Icon,Glam
Icon,Glam Metal
Icon,Rock
Icon,Heavy Metal
SAYGRACE,No Genre
Galantis,Pop
Galantis,Electronic
Galantis,Nu-Disco
Joel Corry,Pop
Ozuna,Latin
Ozuna,Trap
Josefine Preuß,German Audiobook Reader
vaultboy,No Genre
Richard Thompson,British
Richard Thompson,Rock
Richard Thompson,Folk
Peso Peso,Hip Hop
Caviar,Rock
Manic Drive,Electronic
Manic Drive,Pop
Manic Drive,Rock
Manic Drive,Christian
Madrone,No Genre
Johann Sebastian Bach,1036
Johann Sebastian Bach,Bach
Johann Sebastian Bach,Bertalan Hock
Johann Sebastian Bach,Cantata
Pooda Brown,No Genre
City Rominiecki,No Genre
Patti Cudd,No Genre
Steve Reason,Electronic
Naeleck,Electronic
Stephen King,Audio Drama
Stephen King,Audiobook
Stephen King,Author
Stephen King,Fantasy
Stephen King,Has German Audio Plays
Evan Crommett,No Genre
Raiigh,No Genre
UNSECRET,Cinematic
UNSECRET,Commercial
UNSECRET,Pop
UNSECRET,Solo Artist
UNSECRET,Spotify
Felicia Lu,No Genre
Mr. Probz,Ballad
Mr. Probz,R&B
Mr. Probz,Electronic
Mr. Probz,Hip Hop
Mr. Probz,Pop
gnash,R&B
gnash,Singer/Songwriter
Karmin,No Genre
Gavin DeGraw,Pop
Gavin DeGraw,Singer-Songwriter
Gavin DeGraw,Singer/Songwriter
The Killers,Rock
The Killers,Big Music
The Killers,Christmas Music
GROUPLOVE,Indie
Sheppard,Pop
Natasha Bedingfield,British
Natasha Bedingfield,R&B
Natasha Bedingfield,Pop
Natasha Bedingfield,English
Natasha Bedingfield,European
Snow Patrol,Rock
Snow Patrol,British
Snow Patrol,Pop
La Roux,Electronic
La Roux,Pop
Martin Solveig,Electronic
MGMT,Indie
Keane,Pop
Keane,Rock
Keane,English
Bad Meets Evil,Hip Hop
Linkin Park,Nu Metal
Linkin Park,Rap
Linkin Park,Rock
Linkin Park,Alternative Metal
Anthem Lights,Wip
MidnightDrives,No Genre
omgkirby,Boom Bap
omgkirby,Chillwave
omgkirby,Downtempo
omgkirby,Hip Hop
omgkirby,Instrumental
Colbie Caillat,Country
Colbie Caillat,Pop
Colbie Caillat,Singer/Songwriter
Metro Station,Pop
Metro Station,Rock
Jonas Brothers,Pop
Jack Ü,Electronic
Daniel Powter,Rock
Daniel Powter,Pop
Daniel Powter,Singer-Songwriter
Daniel Powter,R&B
Corinne Bailey Rae,No Genre
Leona Lewis,British
Leona Lewis,R&B
Leona Lewis,Pop
Alesso,Electronic
aghast,Pop
Grateful Dead,Jam Band
Grateful Dead,Rock
The Rolling Stones,Rock
Sticky Fingers,Rock
Aerosmith,Rock
Angèle Dubeau,Classical
Angèle Dubeau,Minimalism
The Notorious B.I.G.,Hip Hop
The Notorious B.I.G.,Rap
Matoma,Electronic
Solange,R&B
Tonight Alive,Pop
Bill Hicks,Comedy
Scott Lawlor,Ambient
Scott Lawlor,Drone
Scott Lawlor,Field Recordings
Cast of Camp Rock,No Genre
Zac Efron,Musical
Tuxedomoon,Rock
Tuxedomoon,Experimental
Tuxedomoon,Electronic
Tuxedomoon,Film Score
Christina Milian,American
Christina Milian,Pop
Christina Milian,R&B
John Holt,Reggae
John Holt,Rock
John Holt,Ska
Liv and Maddie Cast,No Genre
Zendaya,No Genre
Forever in Your Mind,No Genre
Cast,British
Cast,Pop
Cast,Rock
Bowling For Soup,Pop
Bowling For Soup,Punk
Mack 10,G-Funk
Mack 10,Hip Hop
Kevin Quinn,Christian
Kevin Quinn,Pop
Miranda Cosgrove,Actor
Miranda Cosgrove,Nickelodeon
Miranda Cosgrove,Pop
Miranda Cosgrove,United States
China Anne McClain,No Genre
Bella Thorne,Pop
Terence Blanchard,Composer
Terence Blanchard,Film Composer
Terence Blanchard,Hard Bop
Terence Blanchard,Jazz
Terence Blanchard,Post-Bop
The High School Musical Cast,No Genre
The E Street Band,No Genre
The Turtle,No Genre
The Wiggles,Children'S Music
The Wiggles,Lullaby
Psychic TV,Electronic
Psychic TV,British
Psychic TV,Experimental
Psychic TV,Industrial
KEVVO,Latin
Gladys Knight & The Pips,R&B
Witt Lowry,Hip Hop
Witt Lowry,Rap
R. Kelly,R&B
"Earth, Wind & Fire",Funk
"Earth, Wind & Fire",Disco
Quad City DJ's,Miami Bass
Radical Face,Folk
"Grover Washington, Jr.",R&B
"Grover Washington, Jr.",Jazz
OMC,Pop
OMC,Rock
Dreamer Isioma,R&B
BBY KODIE,No Genre
Ricky Dillard & New G,Gospel
Ricky Dillard & New G,Worship
Mr. Big,1980S
Mr. Big,Rock
Mr. Big,Glam Metal
Mr. Big,Pop
Strawberry Guy,Pop
Aly & AJ,Pop
BANKS,Pop
BANKS,R&B
BANKS,Indie
Baby Tate,Queer
Baby Tate,Rap
Ryn Weaver,No Genre
Shy Glizzy,No Genre
Shayla,No Genre
Chose,No Genre
Yo Gotti,Hip Hop
Duomo,No Genre
Kungs,Electronic
Phoebe Bridgers,_Private Tag 1
Phoebe Bridgers,Folk
Phoebe Bridgers,Pop
Phoebe Bridgers,Christmas Music
Karen Rose,No Genre
Bon Iver,Pop
Bon Iver,Folk
boy pablo,Pop
Rah Swish,Drill
keshi,Pop
Glass Animals,Electronic
Glass Animals,English
Glass Animals,Indie
Glass Animals,Pop
Glass Animals,Rock
Empire of the Sun,Pop
Empire of the Sun,Electronic
Empire of the Sun,Indietronica
88rising,Hummus
Samsa,No Genre
Zen Café,Pop
Zen Café,Finnish
Zen Café,Rock
Joji,Pop
Joji,R&B
Joji,Ballad
Joji,Hip Hop
ABRA,R&B
Zac Brown Band,Country
HONNE,No Genre
MONSTA X,Pop
MONSTA X,Experimental
Eyedress,Rock
Eyedress,Philippines
Eyedress,Punk
Eyedress,Shoegaze
Regenerator,Darkwave
Regenerator,Ebm
Regenerator,Industrial
Ambar Lucid,Latin
Ambar Lucid,Pop
khai dreams,No Genre
Tevvez,Electronic
iKON,Pop
TJ Porter,No Genre
NEIKED,No Genre
23 Unofficial,Afroswing
23 Unofficial,Grime
23 Unofficial,Uk Grime
23 Unofficial,R&B
6LACK,2010S
6LACK,R&B
6LACK,Hip Hop
Gyptian,Electronic
Gyptian,Reggae
Gyptian,Soca
Gyptian,Rock
Gyptian,Ragga
Nafe Smallz,Grime
Nafe Smallz,Uk Grime
Nafe Smallz,Afroswing
lil ricefield,No Genre
Anatolian Sessions,Electronic
天音かなた,Hololive
天音かなた,Virtual Youtuber
All Time Low,Pop
All Time Low,Emo
All Time Low,Punk
Crystal Gayle,Pop
Piano Dreamers,No Genre
jxdn,Pop
YUNGBLUD,Rock
YUNGBLUD,Pop
YUNGBLUD,Rap
Porcupine Tree,Rock
Porcupine Tree,Ambient
Porcupine Tree,British
Porcupine Tree,Heavy Prog
Porcupine Tree,Metal
renforshort,Pop
Bishop Nehru,9Th Wonder
Bishop Nehru,Bishop Nehru
Bishop Nehru,Blues
Bishop Nehru,Disclosure
Bishop Nehru,Dizzy Wright
Jerreau,No Genre
The God,No Genre
BANNERS,No Genre
Wayfarers,Buddhist
Christian Leave,No Genre
Etta James,R&B
Etta James,Jazz
Etta James,Blues
Kodaline,Rock
j'san,Lo-fi
j'san,Hip Hop
boyhood,No Genre
Badly Drawn Boy,Rock
Badly Drawn Boy,British
Badly Drawn Boy,Pop
Badly Drawn Boy,English
Badly Drawn Boy,Folk
Wes Montgomery,2008 Universal Fire Victim
Wes Montgomery,Big Band
Wes Montgomery,Hard Bop
Wes Montgomery,Jazz
Wes Montgomery,Pop
Kuwada,No Genre
A-Wall,Pop
guardin,Rap
nbmusic,No Genre
Brent Faiyaz,R&B
Skyler,No Genre
Johnny Orlando,No Genre
KIAN,No Genre
prxz,Lo-fi
Ruel,No Genre
grentperez,No Genre
Tai Verdes,No Genre
Tom Walker,Pop
Tom Walker,R&B
Tom Walker,Singer-Songwriter
Offenbarung 23,No Genre
Julia Michaels,Pop
Nina Simone,No Genre
James Blunt,Rock
James Blunt,Pop
AURORA,Pop
Mendy,No Genre
Omar Apollo,Pop
Freya Ridings,R&B
Max Reger,Classical
Max Reger,Composer
Max Reger,German Composer
Max Reger,To Clean Up
Calum Scott,Pop
Douglas Adams,Audio Drama
Douglas Adams,Audiobook
Douglas Adams,Author
Douglas Adams,British
Douglas Adams,Comedy
Noah Kahan,Pop
Helen Forrest,No Genre
DEAN,Rap
DEAN,Pop
Saint Motel,Rock
Saint Motel,Pop
たかやん,Pop
たかやん,Rap
たかやん,Japanese Indie
Scissor Sisters,American
Scissor Sisters,Rock
Scissor Sisters,Pop
Sage The Gemini,Hyphy
The Good Husbands,No Genre
Nabes,No Genre
Ocean Park Standoff,No Genre
Mattress,No Genre
Burna Boy,Afrobeats
Burna Boy,Afrobeat
Burna Boy,Pop
Burna Boy,Afroswing
Burna Boy,Electronic
Kid Quill,No Genre
Hoodie Allen,Rap
Jonah Renna,No Genre
Shoffy,No Genre
Christopher Paolini,Audiobook
Christopher Paolini,Has German Audiobooks
Bryce Vine,No Genre
Bazanji,No Genre
Tony Bennett,Ballad
Tony Bennett,Big Band
Tony Bennett,Christmas Music
Tony Bennett,Easy Listening
Tony Bennett,Jazz
Kurt Hugo Schneider,Acoustic
Kurt Hugo Schneider,Pop
The Wombats,Indie
WizTheMc,Rap
COIN,Rock
COIN,Pop
Grady Tate,2008 Universal Fire Victim
Grady Tate,Hard Bop
Grady Tate,Jazz
Grady Tate,Post-Bop
Grady Tate,R&B
Miles & Miles,No Genre
almost monday,Alternative
almost monday,Punk
Peach Tree Rascals,No Genre
ROLE MODEL,Pop
Ritt Momney,Pop
SORAN,No Genre
Lil B,No Genre
Rence,No Genre
Dayglow,Rock
VS,No Genre
Ūla,No Genre
Harbour,No Genre
New Rules,Boy Band
New Rules,Pop
New Rules,Folk
Joshua Bassett,No Genre
George Jones,2008 Universal Fire Victim
George Jones,American
George Jones,Country
George Jones,Grand Tour
George Jones,Honky Tonk
LAUNDRY DAY,Pop
Mowgli,No Genre
Johnny Paycheck,No Genre
KAYDEN,No Genre
Fritz Mayr,No Genre
young friend,No Genre
Blanks,No Genre
Travis,Alternative
Travis,Rock
Travis,British
Travis,Pop
THE DRIVER ERA,No Genre
Parlor,No Genre
Sarcastic Sounds,Lo-fi
Conan Gray,No Genre
NVTHVN,No Genre
Rory Webley,No Genre
B.B. King,2008 Universal Fire Victim
B.B. King,Blues
B.B. King,Rock
B.B. King,Filmore
Sneaky Peaches and the Fuzz,No Genre
Joseph Haydn,150 Cd
Joseph Haydn,Austrian
Joseph Haydn,Austrian Composer
Joseph Haydn,Classical
Headon,No Genre
Valley,Pop
John Williams,No Genre
sammy rash,No Genre
The Wldlfe,Pop
nodisco.,No Genre
Slush Puppy,No Genre
Aidan Bissett,2020S
Aidan Bissett,Pop
JayXander,No Genre
Fro,Acid
D. J. MacHale,No Genre
Don Diablo,Electronic
Alexa Cappelli,Pop
Alexa Cappelli,Singer-Songwriter
Why Don’t We,Boy Band
Why Don’t We,Pop
JVKE,Pop
Hannah Montana,Children'S Music
Hannah Montana,Country
Hannah Montana,Pop
Hannah Montana,Fictional
Hannah Montana,Fictitious Artist
sam.sts,Pop
Noah,Pop
Kenny Elrod,No Genre
Maude Latour,Pop
G Flip,Pop
G Flip,Queer
Sara Kays,No Genre
Tana French,No Genre
Phil Woods,2008 Universal Fire Victim
Phil Woods,Hard Bop
Phil Woods,Jazz
Phil Woods,Post-Bop
papichuloteej,No Genre
Leaves’ Eyes,German
Leaves’ Eyes,Gothic Metal
Leaves’ Eyes,Metal
Leaves’ Eyes,Power Metal
Leaves’ Eyes,Symphonic Metal
Satchy,No Genre
No Vacation,Pop
Current Joys,Lo-fi
Good Morning,Lo-fi
Good Morning,Pop
Men I Trust,Pop
James Last,Acoustic Porridge
James Last,Easy Listening
James Last,European
James Last,German
James Last,Jazz
Kuzu Mellow,No Genre
Ollie MN,No Genre
Frances Forever,Pop
TEMPOREX,Pop
Vampire Weekend,Indie
Vampire Weekend,Pop
Gus Dapperton,Pop
"Dream, Ivory",No Genre
carpetgarden,Pop
carpetgarden,Queer
carpetgarden,Rock
Odd Sweetheart,No Genre
Yot Club,Pop
Summer Salt,No Genre
Bad Suns,Rock
Vacations,Australia
Vacations,Rock
Grouper,Drone
Grouper,Slowcore
Grouper,Ambient
Grouper,Pop
Beach House,Pop
TV Girl,Pop
TV Girl,Electronic
TV Girl,Hip Hop
TV Girl,Lo-fi
The Memories,No Genre
Banes World,Pop
Banes World,Lo-fi
Staffan Carlén,No Genre
Joy Again,No Genre
Steve Lacy,Jazz
Steve Lacy,Free Improvisation
dsiboys,No Genre
Worn-Tin,No Genre
Mitski,2010S
Mitski,2020S
Mitski,Alternative
Mitski,Rock
Mitski,Alternative Singer/Songwriter
Luke Benward,No Genre
Drive‐By Truckers,Rock
Hudson Thames,No Genre
Goody Grace,Rap
Goody Grace,Pop
Kerri Chandler,Electronic
Kerri Chandler,Garage Music
Warehouse,No Genre
The Millennial Club,No Genre
Cherry Pools,No Genre
Atlantic Starr,R&B
Atlantic Starr,Disco
Atlantic Starr,Pop
Atlantic Starr,Blues
Olivia O’Brien,No Genre
True Blue,No Genre
The Wrecks,Pop
The Band CAMINO,Alternative
The Band CAMINO,Indie
Revere,No Genre
Jack House,Pop
Jack House,Glitch
Edgar Wallace,Audio Drama
Edgar Wallace,Has German Audio Plays
Joseph Cook,No Genre
Christopher Fitzgerald,Musical
awfultune,_Private Tag 1
awfultune,Pop
The Boy From The South,No Genre
Metternich,No Genre
Sundial Aeon,Downtempo
Sundial Aeon,Electronic
Sundial Aeon,Psychedelic
CKay,Afrobeats
CKay,Afrobeat
CKay,R&B
CKay,Pop
Ron Pope,No Genre
Jack & Jack,Rap
Lord Huron,Folk
Lord Huron,Rock
Lord Huron,Nuno
Alex & Sierra,No Genre
Noah Cyrus,Country
Noah Cyrus,Pop
Noah Cyrus,Nepo Baby
Bright Eyes,Folk
Kate Brunotts,Ballroom Vogue
Rasmussen,C64 Remix
Elvis Presley,Actors
Elvis Presley,Aln-Sh
Elvis Presley,R&B
Elvis Presley,Blues
Elvis Presley,Christmas Music
RAMES,No Genre
Amy Denio,Jazz
Amy Denio,Low Stimuli
Amy Denio,Ambient
Horace Silver,Hard Bop
Horace Silver,Jazz
Horace Silver,R&B
Ries Brothers,Rock
Ries Brothers,Blues
ジャックス,Rock
Constitution of the Five Nations,No Genre
Rills,No Genre
Cat Power,Slowcore
Cat Power,Singer-Songwriter
The Wannadies,Pop
The Kooks,Indie
The Kooks,Rock
No‐One,No Genre
Mumm-Ra,Pop
Sinplus,No Genre
Single By Sunday,5 Seconds Of Summer
Single By Sunday,Blink 182
Single By Sunday,Dnce
Single By Sunday,Jonas Brothers
Single By Sunday,Pop
Nomad,No Genre
Stones in Pockets,No Genre
Jack Johnson,Rock
Sufjan Stevens,Pop
Arctic Monkeys,Indie
Arctic Monkeys,Rock
Florence + The Machine,Pop
Living Room,Boom Bap
Living Room,Chillwave
Living Room,Downtempo
Living Room,Jazz
The Mercy Stone,Classical
The Mercy Stone,Rock
The Mercy Stone,Jazz
Tom Odell,Folk
Tom Odell,Pop
Tom Odell,Singer-Songwriter
telco,Folk
Lil' Troy,Hip Hop
Jayden,No Genre
Puzzle,Shoegaze
Bee Gees,Pop
Bee Gees,R&B
Bee Gees,British
Bee Gees,Electronic
Declan McKenna,Rock
Declan McKenna,Singer-Songwriter
Ryan Beatty,Pop
Ryan Beatty,Queer
Ryan Beatty,R&B
D-Block Europe,Grime
D-Block Europe,Drill
LilJJ,No Genre
Current Blue,Pop
Kaz Moon,Pop
Kaz Moon,Singer-Songwriter
HUNNY,Pop
Margaret Atwood,No Genre
Coast 2 Coast,No Genre
Poni Hoax,Electronic
Poni Hoax,France
Poni Hoax,Francophone
Poni Hoax,Français
Poni Hoax,French
Your Neighbors,No Genre
WAVY,No Genre
Forrest Nolan,Pop
Jelani Aryeh,No Genre
Ryan Leahan,No Genre
The Supermen Lovers,Pop
HUGEL,Electronic
Ugly Boys,No Genre
Weather Report,Fusion
Weather Report,Jazz
Weather Report,Rock
Blue,Boy Band
Blue,British
Blue,R&B
Blue,English
Blue,Pop
Luke Bryan,Country
Robyn Ottolini,No Genre
Lee Brice,Country
John Denver,Folk
Jason Aldean,Country
Dierks Bentley,Country
Diplo,Moombahton
Gabby Barrett,Country
Chris Stapleton,Country
GUN,Rock
GUN,Scotland
GUN,Uk
Brett Young,Country
Rory Gallagher,Blues
Rory Gallagher,Rock
Rory Gallagher,Pop
Rory Gallagher,Folk
The Macarons Project,No Genre
Astel Oscora,Atmospheric Black Metal
Love,Rock
Love,Punk
Love,Folk
Love,Pop
Keith Urban,Country
Darius Rucker,Country
Shania Twain,Country
Kid Rock,American
Kid Rock,Country
Kid Rock,Rock
Kid Rock,Pop
Thomas Rhett,Country
Thomas Rhett,Pop
Alan Jackson,Country
Brad Paisley,Country
Lady A,Country
Lady A,Pop
Steve Earle,Country
Steve Earle,Rock
Little Big Town,Country
Midland,Country
Midland,Honky Tonk
Blake Shelton,Country
Dustin Lynch,Country
Morgan Wallen,Country
Billy Currington,Country
Chris Janson,Country
LANCO,Country
Aaron Lewis,Country
Jimmy Buffett,2008 Universal Fire Victim
Jimmy Buffett,Calypso
Jimmy Buffett,Caribbean Music
Jimmy Buffett,Folk
Jimmy Buffett,Country
Nitty Gritty Dirt Band,Bluegrass
Nitty Gritty Dirt Band,Rock
Nitty Gritty Dirt Band,Country
Jake Owen,Country
Kenny Chesney,Country
Big & Rich,Country
Travis Tritt,Country
Uncle Kracker,Country
Uncle Kracker,Pop
Uncle Kracker,Rock
Uncle Kracker,Rap
Deep Purple,British
Deep Purple,Heavy Metal
Brooks Jefferson,Country
Cash Cash,Electronic
Tim McGraw,Country
Brantley Gilbert,Country
Brantley Gilbert,Rock
Brantley Gilbert,Hip Hop
Frankie Ballard,Country
BRELAND,Country
BRELAND,Hip Hop
